N,tiempo_promedio_seg
200000,0.008927562099597709
400000,0.02551176069991925
600000,0.04370526230013638
800000,0.06587906530003237
1000000,0.08949546180010656
3000000,0.43638077350005916
6000000,1.153748764500051
10000000,2.3718643268997766
